"Bib No","Old/New","Tag","Ind","Field Data"
"014216363","Old","650","0","$a Architecture, German $z Germany $z Darmstadt.","","",""
"sh 89007036 ","New","650","0","$a Architecture $z Germany $z Darmstadt.","","",""
"014226165","Old","650","0","$a Architecture, German $z Germany $z Neckar River Valley $y 20th century $v Catalogs.","","",""
"sh 89007036 ","New","650","0","$a Architecture $z Germany $z Neckar River Valley $y 20th century $v Catalogs.","","",""
"014226165","Old","650","0","$a Architecture, German $z Germany $z Rhineland $y 20th century $v Catalogs.","","",""
"sh 89007036 ","New","650","0","$a Architecture $z Germany $z Rhineland $y 20th century $v Catalogs.","","",""
"014220189","Old","650","0","$a Architecture, Swiss $z Switzerland $z Lausanne $x History $y 19th century.","","",""
"sh 91001569 ","New","650","0","$a Architecture $z Switzerland $z Lausanne $x History $y 19th century.","","",""
"013787814","Old","650","0","$a Architecture, Turkish $z Turkey $z Edirne $x History.","","",""
"sh 89001786 ","New","650","0","$a Architecture $z Turkey $z Edirne $x History.","","",""
"012816513","Old","650","0","$a Avant-garde films.","","",""
"sh 85046442 ","New","650","0","$a Experimental films.","","",""
"012816820","Old","650","0","$a Avant-garde films.","","",""
"sh 85046442 ","New","650","0","$a Experimental films.","","",""
"012945864","Old","650","0","$a Avant-garde films.","","",""
"sh 85046442 ","New","650","0","$a Experimental films.","","",""
"012945867","Old","650","0","$a Avant-garde films.","","",""
"sh 85046442 ","New","650","0","$a Experimental films.","","",""
"014246552","Old","650","0","$a Barrel organ, Hydraulic $v Early works to 1800.","","",""
"sh 85011934 ","New","650","0","$a Hydraulic barrel organ $v Early works to 1800.","","",""
"014239725","Old","650","0","$a Biomaterials.","","",""
"sh 85014239 ","New","650","0","$a Biomedical materials.","","",""
"014239746","Old","650","0","$a Biomaterials.","","",""
"sh 85014239 ","New","650","0","$a Biomedical materials.","","",""
"014239749","Old","650","0","$a Biomaterials.","","",""
"sh 85014239 ","New","650","0","$a Biomedical materials.","","",""
"014239861","Old","650","24","$a Cancer Research.","","",""
"sh 85019539 ","New","650","20","$a Cancer $x Research.","","",""
"014246483","Old","650","00","$a Cell renewal.","","",""
"sh 85021664 ","New","650","00","$a Cell proliferation.","","",""
"014268785","Old","650","0","$a Chabad $z United States.","","",""
"sh 85058147 ","New","650","0","$a Habad $z United States.","","",""
"014242697","Old","650","00","$a Chemotherapy $x Complications.","","",""
"sh 85039746 ","New","650","00","$a Drugs $x Side effects.","","",""
"014145460","Old","650","0","$a Christianity $x History $v Congresses.","","",""
"sh2009119563","New","650","0","$a Church history $v Congresses.","","",""
"014220906","Old","650","0","$a Christmas $v Poetry.","","",""
"sh 85025305 ","New","650","0","$a Christmas poetry.","","",""
"014239739","Old","650","0","$a Chromatography.","","",""
"sh 85025334 ","New","650","0","$a Chromatographic analysis.","","",""
"014268824","Old","650","0","$a Churches $z Poland $z Białystok.","","",""
"sh 85025854 ","New","650","0","$a Church buildings $z Poland $z Białystok.","","",""
"014239757","Old","650","0","$a Combinatorics.","","",""
"sh 85028802 ","New","650","0","$a Combinatorial analysis.","","",""
"014239782","Old","650","0","$a Computer hardware.","","",""
"sh 85029505 ","New","650","0","$a Computer input-output equipment.","","",""
"014239837","Old","650","0","$a Computer hardware.","","",""
"sh 85029505 ","New","650","0","$a Computer input-output equipment.","","",""
"014242647","Old","650","00","$a Computer-aided instruction.","","",""
"sh 85029483 ","New","650","00","$a Computer-assisted instruction.","","",""
"014246545","Old","650","0","$a Cookery, Dutch $v Early works to 1800.","","",""
"sh 85031813 ","New","650","0","$a Cooking, Dutch $v Early works to 1800.","","",""
"014242103","Old","650","0","$a Counselling $z Germany.","","",""
"sh 85033421 ","New","650","0","$a Counseling $z Germany.","","",""
"014239733","Old","650","24","$a Cultural Heritage.","","",""
"sh 97000183 ","New","650","20","$a Cultural property.","","",""
"008889221","Old","650","0","$a Design, Industrial $x Management $v Periodicals.","","",""
"sh 85037204 ","New","650","0","$a Industrial design $x Management $v Periodicals.","","",""
"014249649","Old","650","0","$a Dictionaries.","","",""
"sh 85042997 ","New","650","0","$a Encyclopedias and dictionaries.","","",""
"014239877","Old","650","24","$a Differential Geometry.","","",""
"sh 85054146 ","New","650","20","$a Geometry, Differential.","","",""
"014239886","Old","650","24","$a Differential Geometry.","","",""
"sh 85054146 ","New","650","20","$a Geometry, Differential.","","",""
"013109877","Old","650","0","$a Digitalis","","",""
"sh 85037986 ","New","650","0","$a Digitalis (Drug)","","",""
"014239732","Old","650","0","$a Electric engineering.","","",""
"sh 85041666 ","New","650","0","$a Electrical engineering.","","",""
"014239798","Old","650","0","$a Electric engineering.","","",""
"sh 85041666 ","New","650","0","$a Electrical engineering.","","",""
"014231188","Old","650","0","$a Employee discipline $z Sri Lanka.","","",""
"sh 85073682 ","New","650","0","$a Labor discipline $z Sri Lanka.","","",""
"013816417","Old","650","0","$a Energy.","","",""
"sh 85050452 ","New","650","0","$a Force and energy.","","",""
"014239797","Old","650","14","$a Environment.","","",""
"sh 85045912 ","New","650","10","$a Euthenics.","","",""
"014239798","Old","650","14","$a Environment.","","",""
"sh 85045912 ","New","650","10","$a Euthenics.","","",""
"014142677","Old","650","04","$a Ethnography.","","",""
"sh 85045198 ","New","650","00","$a Ethnology.","","",""
"014239867","Old","650","24","$a Functions of a Complex Variable.","","",""
"sh 85052356 ","New","650","20","$a Functions of complex variables.","","",""
"014239876","Old","650","24","$a Functions of a Complex Variable.","","",""
"sh 85052356 ","New","650","20","$a Functions of complex variables.","","",""
"014239878","Old","650","24","$a Functions of a Complex Variable.","","",""
"sh 85052356 ","New","650","20","$a Functions of complex variables.","","",""
"014240328","Old","650","0","$a Functions, Automorphic.","","",""
"sh 85052331 ","New","650","0","$a Automorphic functions.","","",""
"014239754","Old","650","0","$a Geographical information systems.","","",""
"sh 90001880 ","New","650","0","$a Geographic information systems.","","",""
"014239786","Old","650","24","$a Health Informatics.","","",""
"sh 89005069 ","New","650","20","$a Medical informatics.","","",""
"014239815","Old","650","24","$a Health Informatics.","","",""
"sh 89005069 ","New","650","20","$a Medical informatics.","","",""
"014239824","Old","650","24","$a Health Informatics.","","",""
"sh 89005069 ","New","650","20","$a Medical informatics.","","",""
"014239831","Old","650","24","$a Health Informatics.","","",""
"sh 89005069 ","New","650","20","$a Medical informatics.","","",""
"014239832","Old","650","24","$a Health Informatics.","","",""
"sh 89005069 ","New","650","20","$a Medical informatics.","","",""
"014239846","Old","650","24","$a Health Informatics.","","",""
"sh 89005069 ","New","650","20","$a Medical informatics.","","",""
"014162196","Old","650","0","$a Holmes, Sherlock (Fictitious character) $v Fiction.","","",""
"sh2008105714","New","600","10","$a Holmes, Sherlock $v Fiction.","","",""
"014239871","Old","650","24","$a Human Resource Management.","","",""
"sh 85100143 ","New","650","20","$a Personnel management.","","",""
"014164013","Old","650","04","$a Iconography.","","",""
"sh 85007461 ","New","650","00","$a Art.","","",""
"014172592","Old","650","0","$a Indigenous peoples $z Mexico $x History.","","",""
"sh2008104393","New","650","0","$a Indians of Mexico $x History.","","",""
"014239753","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239764","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239770","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239778","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239780","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239783","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239785","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239799","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239804","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239806","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239808","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239811","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239812","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239815","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239828","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239831","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239832","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239833","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239834","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239847","Old","650","24","$a Information Storage and Retrieval.","","",""
"sh 85066148 ","New","650","20","$a Information retrieval.","","",""
"014239738","Old","650","24","$a Inorganic Chemistry.","","",""
"sh 85023017 ","New","650","20","$a Chemistry, Inorganic.","","",""
"014239749","Old","650","24","$a Inorganic Chemistry.","","",""
"sh 85023017 ","New","650","20","$a Chemistry, Inorganic.","","",""
"014160942","Old","650","0","$a International relations $y 21st century","","",""
"sh2009127457","New","650","0","$a International relations $x History $y 21st century.","","",""
"014266681","Old","650","0","$a Jazz $z United States.","","",""
"sh 85069833 ","New","650","0","$a Jazz.","","",""
"014266716","Old","650","0","$a Jazz $z United States.","","",""
"sh 85069833 ","New","650","0","$a Jazz.","","",""
"014268864","Old","650","0","$a Jewish studies $z Ontario $z Toronto.","","",""
"sh 85070451 ","New","650","0","$a Jews $x Study and teaching $z Ontario $z Toronto.","","",""
"014268870","Old","650","0","$a Jewish studies $z Ontario $z Toronto.","","",""
"sh 85070451 ","New","650","0","$a Jews $x Study and teaching $z Ontario $z Toronto.","","",""
"010255539","Old","650","0","$a Literature, Comparative $v Congresses.","","",""
"sh2008106679","New","650","0","$a Comparative literature $v Congresses.","","",""
"011958894","Old","650","0","$a Literature, Comparative $v Congresses.","","",""
"sh2008106679","New","650","0","$a Comparative literature $v Congresses.","","",""
"001769003","Old","650","0","$a Literature, Comparative $x Themes, motives.","","",""
"sh 85077545 ","New","650","0","$a Comparative literature $x Themes, motives.","","",""
"014239728","Old","650","24","$a Medicinal Chemistry.","","",""
"sh 85023026 ","New","650","20","$a Pharmaceutical chemistry.","","",""
"014239734","Old","650","24","$a Medicinal Chemistry.","","",""
"sh 85023026 ","New","650","20","$a Pharmaceutical chemistry.","","",""
"014239742","Old","650","24","$a Medicinal Chemistry.","","",""
"sh 85023026 ","New","650","20","$a Pharmaceutical chemistry.","","",""
"014239748","Old","650","24","$a Medicinal Chemistry.","","",""
"sh 85023026 ","New","650","20","$a Pharmaceutical chemistry.","","",""
"014239796","Old","650","24","$a Multimedia Information Systems.","","",""
"sh 92002381 ","New","650","20","$a Multimedia systems.","","",""
"014239814","Old","650","24","$a Multimedia Information Systems.","","",""
"sh 92002381 ","New","650","20","$a Multimedia systems.","","",""
"014239833","Old","650","24","$a Multimedia Information Systems.","","",""
"sh 92002381 ","New","650","20","$a Multimedia systems.","","",""
"014246462","Old","650","00","$a Neuronal plasticity.","","",""
"sh 85091160 ","New","650","00","$a Neuroplasticity.","","",""
"014239727","Old","650","24","$a Organic Chemistry.","","",""
"sh 85023022 ","New","650","20","$a Chemistry, Organic.","","",""
"014239731","Old","650","24","$a Organic Chemistry.","","",""
"sh 85023022 ","New","650","20","$a Chemistry, Organic.","","",""
"014239738","Old","650","24","$a Organic Chemistry.","","",""
"sh 85023022 ","New","650","20","$a Chemistry, Organic.","","",""
"014239743","Old","650","24","$a Organic Chemistry.","","",""
"sh 85023022 ","New","650","20","$a Chemistry, Organic.","","",""
"014239745","Old","650","24","$a Organic Chemistry.","","",""
"sh 85023022 ","New","650","20","$a Chemistry, Organic.","","",""
"014239852","Old","650","24","$a Partial Differential Equations.","","",""
"sh 85037912 ","New","650","20","$a Differential equations, Partial.","","",""
"014239859","Old","650","24","$a Partial Differential Equations.","","",""
"sh 85037912 ","New","650","20","$a Differential equations, Partial.","","",""
"014239865","Old","650","24","$a Partial Differential Equations.","","",""
"sh 85037912 ","New","650","20","$a Differential equations, Partial.","","",""
"014239866","Old","650","24","$a Partial Differential Equations.","","",""
"sh 85037912 ","New","650","20","$a Differential equations, Partial.","","",""
"014239875","Old","650","24","$a Partial Differential Equations.","","",""
"sh 85037912 ","New","650","20","$a Differential equations, Partial.","","",""
"014239879","Old","650","24","$a Partial Differential Equations.","","",""
"sh 85037912 ","New","650","20","$a Differential equations, Partial.","","",""
"014239889","Old","650","24","$a Partial Differential Equations.","","",""
"sh 85037912 ","New","650","20","$a Differential equations, Partial.","","",""
"014239891","Old","650","24","$a Partial Differential Equations.","","",""
"sh 85037912 ","New","650","20","$a Differential equations, Partial.","","",""
"014239778","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239792","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239793","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239800","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239802","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239819","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239823","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239824","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239830","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014239843","Old","650","24","$a Pattern Recognition.","","",""
"sh 85098789 ","New","650","20","$a Pattern perception.","","",""
"014222650","Old","650","0","$a Pharmaceutical industry $x Law and legislation $z United States.","","",""
"sh2008102437","New","650","0","$a Drugs $x Law and legislation $z United States.","","",""
"014242653","Old","650","00","$a Pharmaceutical industry $x Law and legislation $z United States.","","",""
"sh2008102437","New","650","00","$a Drugs $x Law and legislation $z United States.","","",""
"014239725","Old","650","24","$a Pharmacotherapy.","","",""
"sh 85023041 ","New","650","20","$a Chemotherapy.","","",""
"014239743","Old","650","24","$a Plant Biochemistry.","","",""
"sh 85015961 ","New","650","20","$a Botanical chemistry.","","",""
"014247751","Old","650","0","$a Public finance $z Kenya.","","",""
"sh 85048270 ","New","650","0","$a Finance, Public $z Kenya.","","",""
"003805776","Old","650","0","$a Public finance $z Massachusetts.","","",""
"sh 85048270 ","New","650","0","$a Finance, Public $z Massachusetts.","","",""
"014239824","Old","650","0","$a Radiology, Medical.","","",""
"sh 85110777 ","New","650","0","$a Medical radiology.","","",""
"013381867","Old","650","0","$a Relationships, interpersonal","","",""
"sh 85067484 ","New","650","0","$a Interpersonal relations.","","",""
"014239552","Old","650","04","$a Siberia.","","",""
"sh 85122201 ","New","651","00","$a Siberia (Russia)","","",""
"014270331","Old","650","0","$a Social services $z Israel.","","",""
"sh2010113782","New","650","0","$a Social service $z Israel.","","",""
"014239857","Old","650","24","$a Special Functions.","","",""
"sh 85052348 ","New","650","20","$a Functions, Special.","","",""
"014239858","Old","650","24","$a Special Functions.","","",""
"sh 85052348 ","New","650","20","$a Functions, Special.","","",""
"014239868","Old","650","24","$a Special Functions.","","",""
"sh 85052348 ","New","650","20","$a Functions, Special.","","",""
"014239723","Old","650","0","$a Spectroscopy.","","",""
"sh 85126423 ","New","650","0","$a Spectrum analysis.","","",""
"014242667","Old","650","00","$a Stroke.","","",""
"sh 85022123 ","New","650","00","$a Cerebrovascular disease.","","",""
"014239744","Old","650","24","$a Structural Materials.","","",""
"sh 85017740 ","New","650","20","$a Building materials.","","",""
"014246462","Old","650","00","$a Synaptic transmission $x Physiology.","","",""
"sh 85091095 ","New","650","00","$a Neural transmission $x Physiology.","","",""
"014239875","Old","650","0","$a Systems theory.","","",""
"sh 85131743 ","New","650","0","$a System theory.","","",""
"014239883","Old","650","0","$a Systems theory.","","",""
"sh 85131743 ","New","650","0","$a System theory.","","",""
"009828567","Old","650","0","$a Urban ecology $z Louisiana $z New Orleans Metropolitan Area.","","",""
"sh 88004757 ","New","650","0","$a Urban ecology (Sociology) $z Louisiana $z New Orleans Metropolitan Area.","","",""
"009828567","Old","650","0","$a Urban ecology $z Louisiana $z New Orleans.","","",""
"sh 88004757 ","New","650","0","$a Urban ecology (Sociology) $z Louisiana $z New Orleans.","","",""
"012816513","Old","650","0","$a Visual arts.","","",""
"sh 85007461 ","New","650","0","$a Art.","","",""
"012816820","Old","650","0","$a Visual arts.","","",""
"sh 85007461 ","New","650","0","$a Art.","","",""
"012945864","Old","650","0","$a Visual arts.","","",""
"sh 85007461 ","New","650","0","$a Art.","","",""
"012945867","Old","650","0","$a Visual arts.","","",""
"sh 85007461 ","New","650","0","$a Art.","","",""
"013489138","Old","650","0","$a Visual arts.","","",""
"sh 85007461 ","New","650","0","$a Art.","","",""
"013492297","Old","650","0","$a Visual arts.","","",""
"sh 85007461 ","New","650","0","$a Art.","","",""
"001371766","Old","650","4","$a Women as authors.","","",""
"sh 85147456 ","New","650","0","$a Women authors.","","",""
"014171360","Old","650","04","$a World War I (1914-1918)","","",""
"sh 85148236 ","New","650","00","$a World War, 1914-1918.","","",""
"014241215","Old","650","0","$a World War, 1939-1945 $x Underground movements $z Germany.","","",""
"sh 85005617 ","New","650","0","$a Anti-Nazi movement $z Germany.","","",""
"014003923","Old","651","0","$a Dōdekanēsos (Greece) $v Biography.","","",""
"n  90687443 ","New","651","0","$a Dodecanese Islands (Greece) $v Biography.","","",""
"014003923","Old","651","0","$a Dōdekanēsos (Greece) $x History.","","",""
"n  90687443 ","New","651","0","$a Dodecanese Islands (Greece) $x History.","","",""
"014226657","Old","651","0","$a Hà nội (Vietnam) $x Social life and customs","","",""
"n  81100620 ","New","651","0","$a Hanoi (Vietnam) $x Social life and customs.","","",""
"014241981","Old","651","0","$a Mindelo (Cape Verde) $v Maps.","","",""
"n  88021443 ","New","651","0","$a Mindelo (Cabo Verde) $v Maps.","","",""
"014011060","Old","651","0","$a Moselle (France) $x Social conditions.","","",""
"n  50009537 ","New","651","0","$a Moselle (France : 1790-1871) $x Social conditions.","","",""
"014011060","Old","651","0","$a Moselle (France) $x Social life and customs","","",""
"n  50009537 ","New","651","0","$a Moselle (France : 1790-1871) $x Social life and customs.","","",""
"014262861","Old","651","0","$a New York City (N.Y.) $v Maps.","","",""
"sh2008116317","New","651","0","$a New York (N.Y.) $v Maps.","","",""
"014010209","Old","651","0","$a Peloponnesus (Greece) $x Buildings, structures, etc.","","",""
"sh 85099296 ","New","651","0","$a Peloponnesus (Greece : Peninsula) $x Buildings, structures, etc.","","",""
"014268850","Old","651","0","$a Terezín (Severočeský kraj, Czech Republic) $v Maps.","","",""
"n  81038466 ","New","651","0","$a Terezín (Ústecký kraj, Czech Republic) $v Maps.","","",""
"014268850","Old","651","0","$a Terezín (Severočeský kraj, Czech Republic) $x History.","","",""
"n  81038466 ","New","651","0","$a Terezín (Ústecký kraj, Czech Republic) $x History.","","",""
"014147460","Old","651","0","$a Viet-Nam $x Life and customs.","","",""
"n  79032186 ","New","651","0","$a Vietnam $x Social life and customs.","","",""
