"Row No","Bib No","Tag","Ind","Field Data"
"38","014252696","700","1","$a Davis, Christina, $d 1971- $e introducer.","","",""
"39","014252705","700","1","$a Davis, Christina, $d 1971- $e introducer.","","",""
"40","014253559","700","1","$a Davis, Christina, $d 1971- $e introducer.","","",""
"41","014261742","700","1","$a Davis, Christina, $d 1971- $e introducer.","","",""
"42","014262856","700","1","$a Davis, Christina, $d 1971- $e introducer.","","",""
"43","014266375","700","1","$a Davis, Christina, $d 1971- $e introducer.","","",""
"44","014201761","700","1","$a Deokar, Lata Mahesh, $e editor, $e author of introduction.","","",""
"45","013611475","700","1","$a Ealey, Mark, $e translator, $e writer of commentary.","","",""
"46","014171983","700","1","$a Fairbairn, Nathan, $e color artist.","","",""
"47","014126425","700","1","$a Ferrara, Connie Lo, $e associate producer.","","",""
"48","014228823","700","1","$a Gallagher, Gary W., $e author of foreword.","","",""
"49","014261527","700","1","$a Garcia Roberts, Chloe, $e introducer.","","",""
"50","014262931","700","1","$a Garcia Roberts, Chloe, $e introducer.","","",""
"51","014263450","700","1","$a Garcia Roberts, Chloe, $e introducer.","","",""
"52","014170713","700","1","$a García Montero, Luis, $e author of prolog.","","",""
"53","013489138","700","1","$a Gardner, Robert, $d 1925-2014, $e production.","","",""
"54","013492297","700","1","$a Gardner, Robert, $d 1925-2014, $e production.","","",""
"55","014225930","700","1","$a Gates, Henry Louis, $c Jr., $e author of foreword.","","",""
"56","014268346","700","1","$a Geller, Laura, $e writer of foreword.","","",""
"57","013490025","700","1","$a George, Kuchar, $d 1942-2011, $e camera, $e direction.","","",""
"58","013491047","700","1","$a George, Kuchar, $d 1942-2011, $e camera, $e direction.","","",""
"59","014218510","700","1","$a González Torres, Armando, $e writer of additional commentary, $e editor.","","",""
"60","014218399","700","1","$a Gordimer, Nadine, $e author of additional material.","","",""
"61","014247044","700","1","$a Grim, John, $e editor, $e author of introduction.","","",""
"62","014225973","700","1","$a Groff, Lauren, $e author of foreword.","","",""
"63","014170707","700","1","$a Guerra, Alfonso, $d 1940- $e prologue.","","",""
"64","014241964","700","1","$a Gutiérrez, Soledad, $d 1976- $e exhibition curator.","","",""
"65","014126425","700","1","$a Hagan, Michelle, $e associate producer.","","",""
"66","013689017","700","1","$a Hall, George, $e author of program notes.","","",""
"67","014253380","700","1","$a Harter, Odile, $e introducer.","","",""
"68","014150290","700","1","$a Hawkins, John W., $e author of introduction, $e editor.","","",""
"69","014220188","700","1","$a Hein, Christoph, $d 1944- $e author of foreword.","","",""
"70","014248489","700","1","$a Herzfeld, Michael, $d 1947- $e thesis committee member.","","",""
"71","014220497","700","1","$a Hinojosa, Rolando, $e author of foreword.","","",""
"72","014226097","700","1","$a Jacklin, Tony, $e author of foreword.","","",""
"73","014211171","700","1","$a Janik, Allan, $e author of afterword.","","",""
"74","014241964","700","1","$a Kedziorek, Alęksandra, $e editor, $e author, $e conference curator, $e exhibition curator.","","",""
"75","014211160","700","1","$a Klöckler, Jürgen, $e author of foreword.","","",""
"76","014132887","700","1","$a Kociuba, Grzegorz, $d 1963- $e author of introduction.","","",""
"77","014252240","700","1","$a Krzywicka, Dorota, $e translator of added commentary.","","",""
"78","014252371","700","1","$a Krzywicka, Dorota, $e translator of added commentary.","","",""
"79","014101031","700","1","$a Kurnaz, Cemâl, $e co-author.","","",""
"80","014229921","700","1","$a Lahm, Philipp, $e author of introduction.","","",""
"81","014241857","700","1","$a Lale, J. D., $e Gravure.","","",""
"82","014125411","700","1","$a Land, Gary, $d 1944-2014, $e editor of cmpilation.","","",""
"83","014146285","700","1","$a Lautin, Jessica, $e illustrations.","","",""
"84","014252371","700","1","$a Leśniewska, Maria, $e editor of libretto.","","",""
"85","014166531","700","1","$a Maximin, Daniel, $d 1947- $e author of preface.","","",""
"86","014238570","700","1","$a Mazzotta, Giuseppe, $d 1942- $e author of foreword.","","",""
"87","013611475","700","1","$a McLauchlan, Alastair, $e translator, $e writer of commentary.","","",""
"88","014201818","700","1","$a Müller, Manfred, $e author of afterword.","","",""
"89","014151100","700","1","$a Nairne, Sandy, $e writer of foreword.","","",""
"90","014226097","700","1","$a Nicklaus, Jack, $e author of foreword.","","",""
"91","014013995","700","1","$a Nisar, Shariq, $e associate editor.","","",""
"92","014220165","700","1","$a Ogi, Adolf, $e author of foreword.","","",""
"93","014013995","700","1","$a Oseni, Umar, $e associate editor.","","",""
"94","014160562","700","1","$a Petersen, Andreas, $e editor, $e author of introduction.","","",""
"95","014199038","700","1","$a Piotrovskiĭ, M. B. $q (Mikhail Borisovich), $e writer of foreword.","","",""
"96","014253564","700","1","$a Quijano, Jorge Luis, $e author of introduction.","","",""
"97","014171983","700","1","$a Quintana, Wil, $e color artist.","","",""
"98","014099332","700","1","$a Recasens Barberà, Albert, $e dir.","","",""
"99","013921159","700","1","$a Reich, Robert B., $e participant.","","",""
"100","014218417","700","1","$a Reininghaus, Wilfried, $e author of introduction.","","",""
"101","014241964","700","1","$a Ronduda, Łukasz, $e editor, $e author, $e conference curator, $e exhibition curator.","","",""
"102","014241741","700","1","$a Rosen, Matthew A., $e chair.","","",""
"103","014247283","700","1","$a Sharma, Annurag, $e direction.","","",""
"104","013714728","700","1","$a Sharma, Romesh, $e production.","","",""
"105","013993689","700","1","$a Singleton, George, $d 1958- $e author of foreword.","","",""
"106","014241741","700","1","$a Solomon, Eric, $e chair.","","",""
"107","014218010","700","1","$a Součková, Marta, $e editor, $e author of afterword.","","",""
"108","014241964","700","1","$a Stanek, Łukasz, $e author, $e conference curator.","","",""
"109","014248489","700","1","$a Subramanian, Ajantha, $d 1969- $e thesis committee member.","","",""
"110","014253383","700","1","$a Sunstein, Cass R., $e writer of forward.","","",""
"111","014241857","700","1","$a Tardieu, Pierre Antoine, $d 1784-1869, $e Gravure.","","",""
"112","014247044","700","1","$a Tucker, Mary Evelyn, $e editor, $e author of introduction.","","",""
"113","014236098","700","1","$a Turow, Scott, $e writer of foreword.","","",""
"114","014146326","700","1","$a Veeck, Mike, $e author of foreword.","","",""
"115","013935242","700","1","$a Weiss, Kenneth $c (Pianist), $e transcriber of music.","","",""
"116","014201721","700","1","$a Wendel, Saskia, $e editor, $e author of introduction.","","",""
"117","013688713","700","1","$a yadali, al-Rājil Aḥmad al-Sālim, $e joint editor.","","",""
