"Row No","Bib No","Tag","Ind","Field Data","Invalid","Partly Valid"
"114","014262157","610","10","$a United States. $b Coast Guard $x Operational readiness.","$x Operational readiness.","","","",""
"115","014262237","610","10","$a United States. $b Department of Defense $x Weapons systems $x Management.","$x Weapons systems","","","",""
"116","014263900","610","10","$a United States. $b Marine Corps $x Military life $v Periodicals.","$x Military life","","","",""
"117","014244390","610","10","$a United States. $b Navy $x Commando troops $v Biography.","$x Commando troops","","","",""
"118","014248023","610","10","$a United States. $b Works Progress Administration $x Records.","$x Records.","","","",""
"119","014249357","610","20","$a Universität München $x Riot, 1943.","$x Riot, 1943.","","","",""
"120","014220071","610","20","$a White House (Washington, D.C.) $x Pictorial works $v Congresses.","","$x Pictorial works","","",""
"121","013714499","600","00","$a Aristotle. $t De anima $x Criticism, interpretation, etc.","$x Criticism, interpretation, etc.","","","",""
"122","014243832","630","00","$a Bible. $p Acts $x Women.","$x Women.","","","",""
"123","014243863","630","00","$a Bible. $p Isaiah $x Relation to John.","$x Relation to John.","","","",""
"124","014243863","630","00","$a Bible. $p John $x Relation to Isaiah.","$x Relation to Isaiah.","","","",""
"125","014269998","630","00","$a Bible. $p Old Testament $v Manuscripts, Hebrew.","$v Manuscripts, Hebrew.","","","",""
"126","014247020","630","00","$a Bible. $p Old Testament $x Manuscripts, Hebrew.","$x Manuscripts, Hebrew.","","","",""
"127","014247988","630","00","$a Bible. $p Old Testament $x Relation to Mark.","$x Relation to Mark.","","","",""
"128","001475567","630","00","$a Bible. $p Psalms, XC $v Paraphrases, Latin $v Early works to 1800.","$v Paraphrases, Latin","","","",""
"129","014211615","630","00","$a Bible. $p Revelation $v Criticism, interpretation, etc.","","$v Criticism, interpretation, etc.","","",""
"130","009423889","630","00","$a Homeric hymns $v Translations into English.","$v Translations into English.","","","",""
"131","014252256","630","00","$a Mesopotamia $x Civilization.","$x Civilization.","","","",""
"132","002710027","650","0","$a Abortion $x Popular works.","","$x Popular works.","","",""
"133","014262183","650","0","$a Aerospace industries $x Employees $x Recruiting $z United States.","$x Recruiting","","","",""
"134","014262183","650","0","$a Aerospace industries $x Employees $x Training of $z United States.","$x Training of","","","",""
"135","014058998","650","0","$a Afghan War, 2001- $v Personal narratives, Afghani.","$v Personal narratives, Afghani.","","","",""
"136","013807126","650","0","$a Afghan War, 2001- $v Personal narratives, French.","$v Personal narratives, French.","","","",""
"137","014228779","650","0","$a Afghan War, 2001- $x Personal narratives, British.","$x Personal narratives, British.","","","",""
"138","014242714","650","0","$a Albanian language $z Macedonia (Republic) $x Influence on Macedonian.","$x Influence on Macedonian.","","","",""
"139","014249798","650","0","$a Alcoholism $x Religious aspects $x Judaism.","$x Judaism.","","","",""
"140","014268347","650","0","$a Alcoholism $x Religious aspects $x Judaism.","$x Judaism.","","","",""
"141","014220497","650","0","$a American literature $x Mexican American authors $x History and criticism $x Theory, etc.","$x Theory, etc.","","","",""
"142","010597002","650","0","$a American literature $y 19th century $x Book reviews.","","$x Book reviews.","","",""
"143","009556957","650","0","$a Amharic language $x Computer-assisted instruction $v Interactive media.","$v Interactive media.","","","",""
"144","009556957","650","0","$a Amharic language $x Self-instruction $v Interactive media.","$v Interactive media.","","","",""
"145","014247769","650","0","$a Apartment dwellers $v Drama $v DVD.","$v DVD.","","","",""
"146","013512938","650","0","$a Apocryphal Acts of the Apostles $x Criticism, interpretation, etc.","$x Criticism, interpretation, etc.","","","",""
"147","012849748","650","0","$a Arabic language $x Translating into English.","$x Translating into English.","","","",""
"148","014263299","650","0","$a Architecture $z Brazil $x Human factors.","$x Human factors.","","","",""
"149","014211640","650","0","$a Architecture $z Italy $z Venice $x Details.","$x Details.","","","",""
"150","014220325","650","0","$a Archives $x Philososophy.","$x Philososophy.","","","",""
"151","014261552","650","0","$a Archives $x Philososophy.","$x Philososophy.","","","",""
"152","012552455","650","0","$a Arithmetic $x Problems, exercises, etc. (Elementary)","$x Problems, exercises, etc. (Elementary)","","","",""
"153","013830108","650","0","$a Armenians $z Turkey $x In motion pictures.","$x In motion pictures.","","","",""
"154","014120774","650","0","$a Army spouses $x Family relationships.","$x Family relationships.","","","",""
"155","014208051","650","0","$a Artisans $x Training of $z France.","$x Training of","","","",""
"156","008802464","650","0","$a Asian American women $v Crimes against $v Periodicals.","","$v Crimes against","","",""
"157","014262856","650","0","$a Austrian poetry $x Translations into English.","$x Translations into English.","","","",""
"158","002968913","650","0","$a Authors $x Correspondence, reminiscences, etc.","$x Correspondence, reminiscences, etc.","","","",""
"159","014215825","650","0","$a Authors, German $y 20th century $x Professional ethics $z Germany (East)","$x Professional ethics","","","",""
"160","014062869","650","0","$a Avarice $x Religious aspects $x Buddhism.","$x Buddhism.","","","",""
"161","002385138","650","0","$a Azerbaijanis $x Dictionaries $x Russian.","$x Russian.","","","",""
"162","014218407","650","0","$a Baltic languages $x Translations into Russian.","$x Translations into Russian.","","","",""
"163","014252207","650","0","$a Best books $x English literature.","$x English literature.","","","",""
"164","012206817","650","0","$a Bible stories, Armenian $x Gospels.","$x Gospels.","","","",""
"165","013748039","650","0","$a Bisexuals $x Family relationships.","$x Family relationships.","","","",""
"166","014241117","650","0","$a Booksellers and bookselling $z Italy $v Biography $v Dictionaries $x Italian.","$x Italian.","","","",""
"167","005740968","650","0","$a Brain $x Diseases $x Physiopathology.","$x Physiopathology.","","","",""
"168","014249253","650","0","$a Brazilian literature $x Translations into Italian $x History and criticism $v Congresses.","$x Translations into Italian","","","",""
"169","014223122","650","0","$a Brazilian poetry $y 20th century $v Translations into English.","$v Translations into English.","","","",""
"170","014239604","650","0","$a Buddhism $x Relations $x Judaism.","$x Judaism.","","","",""
"171","013190831","650","0","$a Buddhism $x Relations $x Unitarianism.","$x Unitarianism.","","","",""
"172","002385138","650","0","$a Business $v Dictionaries $x Azerbaijani.","$x Azerbaijani.","","","",""
"173","014220573","650","0","$a Canons, fugues, etc. (String quartet) $v Scores and parts.","$v Scores and parts.","","","",""
"174","014253580","650","0","$a Cantatas $v Librettos.","$v Librettos.","","","",""
"175","014146008","650","0","$a Castles $x Design and contruction $x History $y To 1500 $v Exhibitions.","$x Design and contruction","","","",""
"176","014263809","650","0","$a CD-ROMs $x Reviews $v Periodicals.","","$x Reviews","","",""
"177","002377957","650","0","$a Cello and piano music $x Scores.","$x Scores.","","","",""
"178","013341530","650","0","$a Chewa dialect $x Spoken Chewa $v Interactive multimedia.","$x Spoken Chewa","","","",""
"179","014240642","650","0","$a Chief executive officers $x Salaries, etc. $z China.","$x Salaries, etc.","","","",""
"180","014081157","650","0","$a Children of disappeared persons $x Family relationships $z Argentina $x History $v Popular works.","$x Family relationships","","","",""
"181","014081157","650","0","$a Children of disappeared persons $x Family relationships $z Argentina $x History.","$x Family relationships","","","",""
"182","014247336","650","0","$a Children of illegal aliens $x Family relationships $z United States.","$x Family relationships","","","",""
"183","013317545","650","0","$a Children of immigrants $x Family relationships $z California $z San Francisco.","$x Family relationships","","","",""
"184","014247336","650","0","$a Children of immigrants $x Family relationships $z United States.","$x Family relationships","","","",""
"185","002770210","650","0","$a Chinese language $x Readers.","","$x Readers.","","",""
"186","014226653","650","0","$a Chinese poetry $y Tang dynasty, 618-907 $v Translations into Vietnamese.","$v Translations into Vietnamese.","","","",""
"187","014134711","650","0","$a Choruses, Sacred (Mixed voices) with organ $v Scores.","$v Scores.","","","",""
"188","014134711","650","0","$a Choruses, Sacred (Mixed voices) with piano $v Scores.","$v Scores.","","","",""
"189","013704332","650","0","$a Choruses, Sacred, with piano $v Scores.","$v Scores.","","","",""
"190","014244428","650","0","$a Christian ethics $x Episcopal authors.","$x Episcopal authors.","","","",""
"191","014163051","650","0","$a Christian literature $x History and criticim.","$x History and criticim.","","","",""
"192","014093109","650","0","$a Christian martyrs $z Ukraine $z Mukacheve $x Clergy $y 20th century.","$x Clergy","","","",""
"193","014242956","650","0","$a Christian union $x Eastern churches $x History $v Sources.","$x Eastern churches","","","",""
"194","013764499","650","0","$a Christianity and other religions $x Paganism $x History $y Early church, ca. 30-600.","$x Paganism","","","",""
"195","014238426","650","0","$a Christianity and politics $x Russkai͡a pravoslavnai͡a t͡serkov.ʹ.","$x Russkai͡a pravoslavnai͡a t͡serkov.ʹ.","","","",""
"196","014144681","650","0","$a Christianity and politics $z Italy $x Catholic Church $x History $y 20th century.","$x Catholic Church","","","",""
"197","014247931","650","0","$a Christianity and politics $z Italy $x Catholic Church.","$x Catholic Church.","","","",""
"198","013773096","650","0","$a Christians $z Europe, Western $x Civilization.","$x Civilization.","","","",""
"199","001716062","650","0","$a Church and social problems $x Lutheran Church $v Congresses.","$x Lutheran Church","","","",""
"200","014248493","650","0","$a Church and social problems $x Lutheran Church $v Congresses.","$x Lutheran Church","","","",""
"201","014248494","650","0","$a Church and social problems $x Lutheran Church $v Congresses.","$x Lutheran Church","","","",""
"202","014248496","650","0","$a Church and social problems $x Lutheran Church $v Congresses.","$x Lutheran Church","","","",""
"203","014248497","650","0","$a Church and social problems $x Lutheran Church $v Congresses.","$x Lutheran Church","","","",""
"204","014248499","650","0","$a Church and social problems $x Lutheran Church $v Congresses.","$x Lutheran Church","","","",""
"205","014168388","650","0","$a Church and social problems $z Italy $x Catholic Church $x History $y 19th century.","$x Catholic Church","","","",""
"206","006355033","650","0","$a Church and state $x Society of Friends $v Early works to 1800.","$x Society of Friends","","","",""
"207","014211160","650","0","$a Church vestments $x Catholic Church $v Early works to 1800.","$x Catholic Church","","","",""
"208","014265927","650","0","$a Circumcision $x Religious aspects $x Islam $v Exhibitions.","$x Islam","","","",""
"209","014160664","650","0","$a Cities and towns $z Europe $x Buildings, structures, etc. $x In literature $v Congresses.","$x Buildings, structures, etc. $x In literature","","","",""
"210","013924058","650","0","$a City planning $x Religious aspects $x Islam.","$x Islam.","","","",""
"211","014261330","650","0","$a Civil rights $x Religious aspects $x Buddhism.","$x Buddhism.","","","",""
"212","003690649","650","0","$a Clergy $z Massachusetts $z Hingham $x Appointment, call, and election.","$x Appointment, call, and election.","","","",""
"213","012961064","650","0","$a College students $z Turkey $x Religious life and customs.","$x Religious life and customs.","","","",""
"214","013615084","650","0","$a Comic books, strips, etc. $x Reviews $v Periodicals.","","$x Reviews","","",""
"215","014211336","650","0","$a Comic books, strips, etc. $z Belgium $v Translations into English.","$v Translations into English.","","","",""
"216","002385138","650","0","$a Commercial correspondence, Azerbaijani $x Handbooks, manuals, etc.","","$x Handbooks, manuals, etc.","","",""
"217","002385138","650","0","$a Commercial correspondence, Russian $x Handbooks, manuals, etc.","","$x Handbooks, manuals, etc.","","",""
"218","014202950","650","0","$a Common good $x Religious aspects $x Christianity $v Early works to 1800.","$x Christianity","","","",""
"219","014154552","650","0","$a Comparative literature $x Argentine and French.","$x Argentine and French.","","","",""
"220","014154552","650","0","$a Comparative literature $x French and Argentine.","$x French and Argentine.","","","",""
"221","014247822","650","0","$a Comparative literature $x Macedonian and Russian $v Congresses.","$x Macedonian and Russian","","","",""
"222","014247822","650","0","$a Comparative literature $x Russian and Macedonian $v Congresses.","$x Russian and Macedonian","","","",""
"223","013730242","650","0","$a Compassion $x Religious aspects $x Unitarian Universalist Association $v Congresses.","$x Unitarian Universalist Association","","","",""
"224","014253277","650","0","$a Concertos (Cello) $v Parts.","","$v Parts.","","",""
"225","012174021","650","0","$a Concertos (Piano with chamber orchestra) $v Scores.","$v Scores.","","","",""
"226","013176830","650","0","$a Concertos (String quartet with string orchestra) $v Scores.","$v Scores.","","","",""
"227","013176832","650","0","$a Concertos (Violin and viola with string orchestra) $v Scores.","$v Scores.","","","",""
"228","014056711","650","0","$a Confession (Liturgy) $x Tantric Buddhism.","$x Tantric Buddhism.","","","",""
"229","014138534","650","0","$a Conversion $x Bahai Faith.","$x Bahai Faith.","","","",""
"230","014239596","650","0","$a Cooking $x Jewish.","$x Jewish.","","","",""
"231","014249843","650","0","$a Cornet and piano music $v Parts.","","$v Parts.","","",""
"232","014252667","650","0","$a Cornet and piano music, Arranged $v Parts.","","$v Parts.","","",""
"233","014252562","650","0","$a Cornet and piano music, Arranged $v Scores and parts.","$v Scores and parts.","","","",""
"234","014233773","650","0","$a Creation (Literary, artistic, etc.) $x Religious aspects $x Christianity.","$x Christianity.","","","",""
"235","014253243","650","0","$a Croatian essays $v Translations into Macedonian.","$v Translations into Macedonian.","","","",""
"236","014239407","650","0","$a Crusades $x Participation, Polish.","$x Participation, Polish.","","","",""
"237","012863940","650","0","$a Dance orchestra music $z Brazil $v Scores.","$v Scores.","","","",""
"238","014266717","650","0","$a Dating (Social customs) $x Religious aspects $x Judaism.","$x Judaism.","","","",""
"239","014223064","650","0","$a Death $x Religious aspects $x Orthodox Eastern Church.","$x Orthodox Eastern Church.","","","",""
"240","014236343","650","0","$a Decoration and ornament $x Dictionaries $x French.","$x French.","","","",""
"241","013317545","650","0","$a Deportees $x Family relationships $z Guatemala.","$x Family relationships","","","",""
"242","014247336","650","0","$a Deportees $x Family relationships $z Mexico.","$x Family relationships","","","",""
"243","014062869","650","0","$a Desire $x Religious aspects $x Buddhism.","$x Buddhism.","","","",""
"244","013960842","650","0","$a Devotional calendars $x Armenian Church $v Periodicals.","$x Armenian Church","","","",""
"245","013960842","650","0","$a Devotional calendars $x Hay Awetaranakan Ekeghetsʻi $v Periodicals.","$x Hay Awetaranakan Ekeghetsʻi","","","",""
"246","014201661","650","0","$a Didactic poetry, Greek $v Translations into German.","$v Translations into German.","","","",""
"247","006045662","650","0","$a Dogs $x Legends and stories.","$x Legends and stories.","","","",""
"248","014225949","650","0","$a Domestic fiction, Russian $v Translations into English.","$v Translations into English.","","","",""
"249","014228390","650","0","$a Dreams $x Religious aspects $x Sufism.","$x Sufism.","","","",""
"250","014228390","650","0","$a Dreams $x Religious aspects $x Taoism.","$x Taoism.","","","",""
"251","013759316","650","0","$a East Indians $x Emigrants.","$x Emigrants.","","","",""
"252","012961064","650","0","$a Education, Higher $z Turkey $z Religious aspects $x Islam.","$x Islam.","","","",""
"253","014098923","650","0","$a Education, Primary $z Colombia $z Bogotá $v Evaluation.","","$v Evaluation.","","",""
"254","014098923","650","0","$a Education, Secondary $z Colombia $z Bogotá $v Evaluation.","","$v Evaluation.","","",""
"255","007594613","650","0","$a Endocrine glands $x Diseases $x Pictorial works.","","$x Pictorial works.","","",""
"256","014060278","650","0","$a English fiction $v Translations into Greek.","$v Translations into Greek.","","","",""
"257","004668063","650","0","$a English language $v Dictionaries $x Greek.","$x Greek.","","","",""
"258","014244082","650","0","$a English language $v Dictionaries $x Tibetan.","$x Tibetan.","","","",""
"259","013830305","650","0","$a English language $x Phonology, Comparative $x Turkish.","$x Turkish.","","","",""
"260","012849748","650","0","$a English language $x Translating into Arabic.","$x Translating into Arabic.","","","",""
"261","014262931","650","0","$a English literature $x Translations into German $x History and criticism.","$x Translations into German","","","",""
"262","014144410","650","0","$a English literature $x Translations into Italian $x History and criticism.","$x Translations into Italian","","","",""
"263","014232488","650","0","$a English literature $x Translations into Italian $x History and criticism.","$x Translations into Italian","","","",""
"264","014250288","650","0","$a English poetry $x Translation into Russian.","$x Translation into Russian.","","","",""
"265","012333557","650","0","$a Environmental degradation $x Religious aspects $x Buddhism.","$x Buddhism.","","","",""
"266","012333557","650","0","$a Environmentalism $x Religious aspects $x Buddhism.","$x Buddhism.","","","",""
"267","014218404","650","0","$a Epigrams, Greek $x Translations into Italian.","$x Translations into Italian.","","","",""
"268","003538568","650","0","$a Excommunication $x Catholic Church.","$x Catholic Church.","","","",""
